danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.51,0.953,1,-2.995,0,0.138,0.456,3.85e-06,0.28,0.3,120.09,audio_features,74u8iRIPvoru5klTgQLLwB,spotify:track:74u8iRIPvoru5klTgQLLwB,https://api.spotify.com/v1/tracks/74u8iRIPvoru5klTgQLLwB,https://api.spotify.com/v1/audio-analysis/74u8iRIPvoru5klTgQLLwB,260304,4
0.5,0.976,11,-2.996,0,0.0792,0.00231,1.36e-06,0.139,0.515,124.025,audio_features,1ZtS1OW0HhImwcJqbgR72E,spotify:track:1ZtS1OW0HhImwcJqbgR72E,https://api.spotify.com/v1/tracks/1ZtS1OW0HhImwcJqbgR72E,https://api.spotify.com/v1/audio-analysis/1ZtS1OW0HhImwcJqbgR72E,241093,4
0.615,0.953,11,-2.996,1,0.0545,0.0781,0.0194,0.198,0.766,119.957,audio_features,6Sk8FdL95YNN8Xru87BWez,spotify:track:6Sk8FdL95YNN8Xru87BWez,https://api.spotify.com/v1/tracks/6Sk8FdL95YNN8Xru87BWez,https://api.spotify.com/v1/audio-analysis/6Sk8FdL95YNN8Xru87BWez,151773,4
0.572,0.901,5,-2.996,1,0.0581,0.0285,0.0,0.0915,0.81,110.383,audio_features,5VdrYyn9wFGnYAAVpM9bNi,spotify:track:5VdrYyn9wFGnYAAVpM9bNi,https://api.spotify.com/v1/tracks/5VdrYyn9wFGnYAAVpM9bNi,https://api.spotify.com/v1/audio-analysis/5VdrYyn9wFGnYAAVpM9bNi,289200,4
0.544,0.974,5,-2.997,0,0.0679,0.0223,0.000333,0.421,0.402,130.05,audio_features,69Pp7fJheOvEebVtjZdB0G,spotify:track:69Pp7fJheOvEebVtjZdB0G,https://api.spotify.com/v1/tracks/69Pp7fJheOvEebVtjZdB0G,https://api.spotify.com/v1/audio-analysis/69Pp7fJheOvEebVtjZdB0G,291291,4
0.477,0.924,11,-2.997,0,0.0758,0.0477,0.0,0.0571,0.269,146.964,audio_features,5DO71lPVktpmiULXUaOBFN,spotify:track:5DO71lPVktpmiULXUaOBFN,https://api.spotify.com/v1/tracks/5DO71lPVktpmiULXUaOBFN,https://api.spotify.com/v1/audio-analysis/5DO71lPVktpmiULXUaOBFN,284080,4
0.533,0.968,4,-2.997,1,0.155,0.00206,4.48e-06,0.111,0.613,96.07,audio_features,3tlwwAlfCnL7f2Qt2LtDzX,spotify:track:3tlwwAlfCnL7f2Qt2LtDzX,https://api.spotify.com/v1/tracks/3tlwwAlfCnL7f2Qt2LtDzX,https://api.spotify.com/v1/audio-analysis/3tlwwAlfCnL7f2Qt2LtDzX,233667,4
0.414,0.929,9,-3.0,1,0.107,0.00555,0.0,0.0836,0.471,199.856,audio_features,5O9bTpHrtUCoBRWzvkTi6h,spotify:track:5O9bTpHrtUCoBRWzvkTi6h,https://api.spotify.com/v1/tracks/5O9bTpHrtUCoBRWzvkTi6h,https://api.spotify.com/v1/audio-analysis/5O9bTpHrtUCoBRWzvkTi6h,243414,4
0.67,0.925,9,-3.0,0,0.03,0.134,0.0,0.365,0.641,115.875,audio_features,7ywiYMNYjv4fDYgz489tjR,spotify:track:7ywiYMNYjv4fDYgz489tjR,https://api.spotify.com/v1/tracks/7ywiYMNYjv4fDYgz489tjR,https://api.spotify.com/v1/audio-analysis/7ywiYMNYjv4fDYgz489tjR,298387,4
0.703,0.956,6,-3.0,1,0.0401,0.028,0.000268,0.0292,0.923,135.977,audio_features,5SIRwTeynNwXRH37KMGOhB,spotify:track:5SIRwTeynNwXRH37KMGOhB,https://api.spotify.com/v1/tracks/5SIRwTeynNwXRH37KMGOhB,https://api.spotify.com/v1/audio-analysis/5SIRwTeynNwXRH37KMGOhB,182000,4
0.664,0.983,11,-3.001,0,0.118,0.0214,1.28e-05,0.153,0.805,128.012,audio_features,2qdkg8NGkGhukt8UQcVYci,spotify:track:2qdkg8NGkGhukt8UQcVYci,https://api.spotify.com/v1/tracks/2qdkg8NGkGhukt8UQcVYci,https://api.spotify.com/v1/audio-analysis/2qdkg8NGkGhukt8UQcVYci,256340,4
0.512,0.927,9,-3.002,0,0.114,0.0644,0.0,0.302,0.549,150.128,audio_features,10bb3lV1g9N0r9IHgt12el,spotify:track:10bb3lV1g9N0r9IHgt12el,https://api.spotify.com/v1/tracks/10bb3lV1g9N0r9IHgt12el,https://api.spotify.com/v1/audio-analysis/10bb3lV1g9N0r9IHgt12el,251493,4
0.634,0.805,6,-3.003,0,0.0468,0.0429,1.01e-06,0.051,0.57,139.945,audio_features,4kSjAMyq2VSlJXGoN4wdZv,spotify:track:4kSjAMyq2VSlJXGoN4wdZv,https://api.spotify.com/v1/tracks/4kSjAMyq2VSlJXGoN4wdZv,https://api.spotify.com/v1/audio-analysis/4kSjAMyq2VSlJXGoN4wdZv,243027,4
0.643,0.912,7,-3.005,1,0.139,0.0986,0.0,0.196,0.456,140.014,audio_features,7n0D1iLva5zp4JcnlIMeVa,spotify:track:7n0D1iLva5zp4JcnlIMeVa,https://api.spotify.com/v1/tracks/7n0D1iLva5zp4JcnlIMeVa,https://api.spotify.com/v1/audio-analysis/7n0D1iLva5zp4JcnlIMeVa,230600,4
0.678,0.947,0,-3.005,1,0.0822,0.0291,0.0,0.323,0.579,120.063,audio_features,7rWNWCApf7BHPUcQwzqEMQ,spotify:track:7rWNWCApf7BHPUcQwzqEMQ,https://api.spotify.com/v1/tracks/7rWNWCApf7BHPUcQwzqEMQ,https://api.spotify.com/v1/audio-analysis/7rWNWCApf7BHPUcQwzqEMQ,238187,4
0.437,0.71,7,-3.006,1,0.0378,0.745,0.0,0.204,0.268,166.065,audio_features,6pEjwhcNLt7haNDsPV0us9,spotify:track:6pEjwhcNLt7haNDsPV0us9,https://api.spotify.com/v1/tracks/6pEjwhcNLt7haNDsPV0us9,https://api.spotify.com/v1/audio-analysis/6pEjwhcNLt7haNDsPV0us9,279880,4
0.592,0.97,6,-3.007,0,0.0708,0.48,4.32e-05,0.237,0.474,126.953,audio_features,4UDEaqsrM5WW5QNnLqini1,spotify:track:4UDEaqsrM5WW5QNnLqini1,https://api.spotify.com/v1/tracks/4UDEaqsrM5WW5QNnLqini1,https://api.spotify.com/v1/audio-analysis/4UDEaqsrM5WW5QNnLqini1,281867,4
0.403,0.946,2,-3.008,1,0.0699,0.00255,0.00148,0.124,0.548,180.144,audio_features,5wo2JjhTXS5fWV5myzuv1O,spotify:track:5wo2JjhTXS5fWV5myzuv1O,https://api.spotify.com/v1/tracks/5wo2JjhTXS5fWV5myzuv1O,https://api.spotify.com/v1/audio-analysis/5wo2JjhTXS5fWV5myzuv1O,297253,4
0.718,0.908,5,-3.008,0,0.0462,0.0175,0.0,0.0449,0.748,117.042,audio_features,16qJi7iQlbUF8293TlginD,spotify:track:16qJi7iQlbUF8293TlginD,https://api.spotify.com/v1/tracks/16qJi7iQlbUF8293TlginD,https://api.spotify.com/v1/audio-analysis/16qJi7iQlbUF8293TlginD,310080,4
0.526,0.977,2,-3.008,1,0.0777,0.127,8.25e-06,0.043,0.73,163.112,audio_features,1ZIkoWnEVJhCaFIflfMjYs,spotify:track:1ZIkoWnEVJhCaFIflfMjYs,https://api.spotify.com/v1/tracks/1ZIkoWnEVJhCaFIflfMjYs,https://api.spotify.com/v1/audio-analysis/1ZIkoWnEVJhCaFIflfMjYs,238453,4
0.759,0.841,11,-3.009,1,0.0471,0.183,0.0,0.129,0.68,98.077,audio_features,43fEF597yI17Hh9ikhqED2,spotify:track:43fEF597yI17Hh9ikhqED2,https://api.spotify.com/v1/tracks/43fEF597yI17Hh9ikhqED2,https://api.spotify.com/v1/audio-analysis/43fEF597yI17Hh9ikhqED2,211292,4
0.639,0.958,9,-3.011,1,0.201,0.058,0.0,0.48,0.546,140.022,audio_features,4cI3EO5MRNubJxyf61u3F9,spotify:track:4cI3EO5MRNubJxyf61u3F9,https://api.spotify.com/v1/tracks/4cI3EO5MRNubJxyf61u3F9,https://api.spotify.com/v1/audio-analysis/4cI3EO5MRNubJxyf61u3F9,249293,4
0.374,0.531,2,-3.012,1,0.0342,0.00119,0.865,0.228,0.829,75.602,audio_features,2tunMEH0Ddcih0BPpX7I3a,spotify:track:2tunMEH0Ddcih0BPpX7I3a,https://api.spotify.com/v1/tracks/2tunMEH0Ddcih0BPpX7I3a,https://api.spotify.com/v1/audio-analysis/2tunMEH0Ddcih0BPpX7I3a,36827,1
0.364,0.93,7,-3.012,1,0.0533,0.00334,0.0,0.312,0.44,99.689,audio_features,3oJEfwgZtFKamn0SLgOebV,spotify:track:3oJEfwgZtFKamn0SLgOebV,https://api.spotify.com/v1/tracks/3oJEfwgZtFKamn0SLgOebV,https://api.spotify.com/v1/audio-analysis/3oJEfwgZtFKamn0SLgOebV,229693,4
0.769,0.798,2,-3.012,1,0.0307,0.0153,4.75e-05,0.333,0.967,113.025,audio_features,3qfppeFBUSbNJx8LLJmna0,spotify:track:3qfppeFBUSbNJx8LLJmna0,https://api.spotify.com/v1/tracks/3qfppeFBUSbNJx8LLJmna0,https://api.spotify.com/v1/audio-analysis/3qfppeFBUSbNJx8LLJmna0,245253,4
0.63,0.887,10,-3.013,1,0.0647,0.0732,0.0,0.323,0.95,75.995,audio_features,7gPVbfkTglZojIV964cvfc,spotify:track:7gPVbfkTglZojIV964cvfc,https://api.spotify.com/v1/tracks/7gPVbfkTglZojIV964cvfc,https://api.spotify.com/v1/audio-analysis/7gPVbfkTglZojIV964cvfc,180000,4
0.482,0.973,5,-3.014,1,0.151,0.323,0.0,0.319,0.327,141.049,audio_features,41ZrtLrBLLlwpucuNJ9WuF,spotify:track:41ZrtLrBLLlwpucuNJ9WuF,https://api.spotify.com/v1/tracks/41ZrtLrBLLlwpucuNJ9WuF,https://api.spotify.com/v1/audio-analysis/41ZrtLrBLLlwpucuNJ9WuF,268507,4
0.509,0.993,1,-3.014,1,0.46,0.0249,4.59e-05,0.681,0.457,143.098,audio_features,4SGR7uQ52FnI9OvnsANNGp,spotify:track:4SGR7uQ52FnI9OvnsANNGp,https://api.spotify.com/v1/tracks/4SGR7uQ52FnI9OvnsANNGp,https://api.spotify.com/v1/audio-analysis/4SGR7uQ52FnI9OvnsANNGp,189679,4
0.406,0.959,0,-3.014,1,0.0952,0.000891,0.0,0.327,0.571,94.277,audio_features,0MGQHJPSWR2e2fj8VTNLYF,spotify:track:0MGQHJPSWR2e2fj8VTNLYF,https://api.spotify.com/v1/tracks/0MGQHJPSWR2e2fj8VTNLYF,https://api.spotify.com/v1/audio-analysis/0MGQHJPSWR2e2fj8VTNLYF,170640,4
0.564,0.869,6,-3.015,0,0.0924,0.193,0.0,0.223,0.54,142.998,audio_features,39Hb4SzzbfaJOlNlmOTeX6,spotify:track:39Hb4SzzbfaJOlNlmOTeX6,https://api.spotify.com/v1/tracks/39Hb4SzzbfaJOlNlmOTeX6,https://api.spotify.com/v1/audio-analysis/39Hb4SzzbfaJOlNlmOTeX6,359600,4
0.628,0.928,1,-3.017,0,0.0361,0.0193,0.0,0.255,0.874,154.99,audio_features,3NvTAvoxc5kNr6kYTz1ypk,spotify:track:3NvTAvoxc5kNr6kYTz1ypk,https://api.spotify.com/v1/tracks/3NvTAvoxc5kNr6kYTz1ypk,https://api.spotify.com/v1/audio-analysis/3NvTAvoxc5kNr6kYTz1ypk,249333,4
0.591,0.915,1,-3.018,1,0.0431,0.00649,0.0,0.0825,0.712,115.012,audio_features,0Ns63lt28epRgED3Tnhmth,spotify:track:0Ns63lt28epRgED3Tnhmth,https://api.spotify.com/v1/tracks/0Ns63lt28epRgED3Tnhmth,https://api.spotify.com/v1/audio-analysis/0Ns63lt28epRgED3Tnhmth,258251,4
0.669,0.96,11,-3.019,0,0.0999,0.0103,0.0,0.106,0.744,114.97,audio_features,7APmRLL4QCEd7TmAfz2onj,spotify:track:7APmRLL4QCEd7TmAfz2onj,https://api.spotify.com/v1/tracks/7APmRLL4QCEd7TmAfz2onj,https://api.spotify.com/v1/audio-analysis/7APmRLL4QCEd7TmAfz2onj,189760,4
0.417,0.874,11,-3.019,1,0.0683,0.0255,0.0,0.545,0.554,168.998,audio_features,6cdy5p6uHiTT1urG1NUFnc,spotify:track:6cdy5p6uHiTT1urG1NUFnc,https://api.spotify.com/v1/tracks/6cdy5p6uHiTT1urG1NUFnc,https://api.spotify.com/v1/audio-analysis/6cdy5p6uHiTT1urG1NUFnc,299213,4
0.453,0.963,4,-3.02,0,0.0414,0.00259,0.0,0.32,0.615,135.097,audio_features,3CHJFsXIYowRFMN3acVc0i,spotify:track:3CHJFsXIYowRFMN3acVc0i,https://api.spotify.com/v1/tracks/3CHJFsXIYowRFMN3acVc0i,https://api.spotify.com/v1/audio-analysis/3CHJFsXIYowRFMN3acVc0i,275133,4
0.648,0.859,0,-3.02,1,0.0459,0.062,0.0,0.0919,0.558,129.969,audio_features,08CsG95NhJfzdqBq63FKhv,spotify:track:08CsG95NhJfzdqBq63FKhv,https://api.spotify.com/v1/tracks/08CsG95NhJfzdqBq63FKhv,https://api.spotify.com/v1/audio-analysis/08CsG95NhJfzdqBq63FKhv,277587,4
0.714,0.898,7,-3.022,1,0.108,0.267,1.1e-05,0.165,0.807,107.976,audio_features,1LojHMUAEwkYewkIk9JPWD,spotify:track:1LojHMUAEwkYewkIk9JPWD,https://api.spotify.com/v1/tracks/1LojHMUAEwkYewkIk9JPWD,https://api.spotify.com/v1/audio-analysis/1LojHMUAEwkYewkIk9JPWD,227173,4
0.509,0.975,9,-3.023,1,0.0948,0.00076,0.0,0.629,0.428,108.988,audio_features,4IQ8TRkM7s24li5Y6xbEtp,spotify:track:4IQ8TRkM7s24li5Y6xbEtp,https://api.spotify.com/v1/tracks/4IQ8TRkM7s24li5Y6xbEtp,https://api.spotify.com/v1/audio-analysis/4IQ8TRkM7s24li5Y6xbEtp,236013,4
0.367,0.973,8,-3.023,1,0.106,0.00085,0.0,0.296,0.405,179.844,audio_features,3S78JYV8atqC3wiRDoFUwW,spotify:track:3S78JYV8atqC3wiRDoFUwW,https://api.spotify.com/v1/tracks/3S78JYV8atqC3wiRDoFUwW,https://api.spotify.com/v1/audio-analysis/3S78JYV8atqC3wiRDoFUwW,258067,4
0.789,0.888,8,-3.024,1,0.101,0.434,0.0,0.155,0.763,120.957,audio_features,0ovs8Z1ZvFSyo3irudmLHu,spotify:track:0ovs8Z1ZvFSyo3irudmLHu,https://api.spotify.com/v1/tracks/0ovs8Z1ZvFSyo3irudmLHu,https://api.spotify.com/v1/audio-analysis/0ovs8Z1ZvFSyo3irudmLHu,232773,4
0.776,0.905,10,-3.024,0,0.191,0.00625,0.0,0.106,0.61,101.967,audio_features,6t2o2xu6cJhyAcE9c39FDI,spotify:track:6t2o2xu6cJhyAcE9c39FDI,https://api.spotify.com/v1/tracks/6t2o2xu6cJhyAcE9c39FDI,https://api.spotify.com/v1/audio-analysis/6t2o2xu6cJhyAcE9c39FDI,179747,4
0.445,0.971,2,-3.024,0,0.236,0.00329,2.31e-06,0.307,0.516,188.082,audio_features,3q6152nwxpjkzKFUOPe1EJ,spotify:track:3q6152nwxpjkzKFUOPe1EJ,https://api.spotify.com/v1/tracks/3q6152nwxpjkzKFUOPe1EJ,https://api.spotify.com/v1/audio-analysis/3q6152nwxpjkzKFUOPe1EJ,285833,4
0.36,0.644,2,-3.026,1,0.0368,0.567,0.0,0.346,0.436,173.91,audio_features,4EC7OpL3Rtwtkt4bzEBpsG,spotify:track:4EC7OpL3Rtwtkt4bzEBpsG,https://api.spotify.com/v1/tracks/4EC7OpL3Rtwtkt4bzEBpsG,https://api.spotify.com/v1/audio-analysis/4EC7OpL3Rtwtkt4bzEBpsG,295520,4
0.529,0.89,9,-3.027,1,0.043,0.132,0.0,0.292,0.831,163.032,audio_features,5kirxobUSSVVXDTUFHBh80,spotify:track:5kirxobUSSVVXDTUFHBh80,https://api.spotify.com/v1/tracks/5kirxobUSSVVXDTUFHBh80,https://api.spotify.com/v1/audio-analysis/5kirxobUSSVVXDTUFHBh80,219627,4
0.46,0.967,8,-3.027,1,0.0448,0.0113,0.0,0.461,0.822,192.116,audio_features,1cWVgRqXAUDUGdMaokl2cX,spotify:track:1cWVgRqXAUDUGdMaokl2cX,https://api.spotify.com/v1/tracks/1cWVgRqXAUDUGdMaokl2cX,https://api.spotify.com/v1/audio-analysis/1cWVgRqXAUDUGdMaokl2cX,198108,4
0.628,0.955,10,-3.027,1,0.127,0.241,1.31e-05,0.28,0.845,175.796,audio_features,0SSSCk5UpgyiuO7bGr1et0,spotify:track:0SSSCk5UpgyiuO7bGr1et0,https://api.spotify.com/v1/tracks/0SSSCk5UpgyiuO7bGr1et0,https://api.spotify.com/v1/audio-analysis/0SSSCk5UpgyiuO7bGr1et0,214813,4
0.658,0.762,10,-3.028,0,0.0425,0.263,0.0,0.127,0.823,163.864,audio_features,7hCNBVRhHzcsRAv0TQnOzq,spotify:track:7hCNBVRhHzcsRAv0TQnOzq,https://api.spotify.com/v1/tracks/7hCNBVRhHzcsRAv0TQnOzq,https://api.spotify.com/v1/audio-analysis/7hCNBVRhHzcsRAv0TQnOzq,148448,4
0.58,0.904,8,-3.03,1,0.066,0.000653,1.38e-06,0.291,0.839,142.135,audio_features,6lG0kEO61Cddq3Ng4S12VC,spotify:track:6lG0kEO61Cddq3Ng4S12VC,https://api.spotify.com/v1/tracks/6lG0kEO61Cddq3Ng4S12VC,https://api.spotify.com/v1/audio-analysis/6lG0kEO61Cddq3Ng4S12VC,232027,4
0.541,0.844,9,-3.031,1,0.0334,0.0478,0.00073,0.636,0.509,132.955,audio_features,0XwNZh26KzqJIKtX5pNLhl,spotify:track:0XwNZh26KzqJIKtX5pNLhl,https://api.spotify.com/v1/tracks/0XwNZh26KzqJIKtX5pNLhl,https://api.spotify.com/v1/audio-analysis/0XwNZh26KzqJIKtX5pNLhl,231533,4
0.73,0.887,0,-3.031,1,0.0617,0.0553,2.78e-05,0.0717,0.65,127.006,audio_features,5ah5H8XXEcY2fxNKbrfJvn,spotify:track:5ah5H8XXEcY2fxNKbrfJvn,https://api.spotify.com/v1/tracks/5ah5H8XXEcY2fxNKbrfJvn,https://api.spotify.com/v1/audio-analysis/5ah5H8XXEcY2fxNKbrfJvn,220600,4
0.573,0.968,8,-3.032,1,0.0621,0.0167,1.16e-05,0.398,0.862,125.981,audio_features,3XVGjyfveNSjxV4IR0yGcN,spotify:track:3XVGjyfveNSjxV4IR0yGcN,https://api.spotify.com/v1/tracks/3XVGjyfveNSjxV4IR0yGcN,https://api.spotify.com/v1/audio-analysis/3XVGjyfveNSjxV4IR0yGcN,275880,4
0.663,0.971,5,-3.033,0,0.0703,0.284,3.48e-05,0.078,0.822,121.053,audio_features,1HeHIuVR8m5kDDK46t1LzH,spotify:track:1HeHIuVR8m5kDDK46t1LzH,https://api.spotify.com/v1/tracks/1HeHIuVR8m5kDDK46t1LzH,https://api.spotify.com/v1/audio-analysis/1HeHIuVR8m5kDDK46t1LzH,171613,4
0.44,0.959,4,-3.033,0,0.0537,0.00288,2.42e-06,0.129,0.676,148.056,audio_features,4AsX1ACqL86YyqYz7uBzb9,spotify:track:4AsX1ACqL86YyqYz7uBzb9,https://api.spotify.com/v1/tracks/4AsX1ACqL86YyqYz7uBzb9,https://api.spotify.com/v1/audio-analysis/4AsX1ACqL86YyqYz7uBzb9,310573,4
0.574,0.944,6,-3.033,0,0.0733,0.0354,0.00157,0.141,0.718,161.13,audio_features,1wWO5YF1POi13AWHYd7z9Y,spotify:track:1wWO5YF1POi13AWHYd7z9Y,https://api.spotify.com/v1/tracks/1wWO5YF1POi13AWHYd7z9Y,https://api.spotify.com/v1/audio-analysis/1wWO5YF1POi13AWHYd7z9Y,264360,4
0.567,0.87,7,-3.034,1,0.0401,0.141,4.78e-05,0.194,0.71,106.96,audio_features,6pxKLmD9D07ZTE3fC59oCB,spotify:track:6pxKLmD9D07ZTE3fC59oCB,https://api.spotify.com/v1/tracks/6pxKLmD9D07ZTE3fC59oCB,https://api.spotify.com/v1/audio-analysis/6pxKLmD9D07ZTE3fC59oCB,237267,4
0.506,0.645,6,-3.034,1,0.0281,0.321,0.0,0.109,0.419,155.915,audio_features,7FYUMfQhtdm5AJRfU699sB,spotify:track:7FYUMfQhtdm5AJRfU699sB,https://api.spotify.com/v1/tracks/7FYUMfQhtdm5AJRfU699sB,https://api.spotify.com/v1/audio-analysis/7FYUMfQhtdm5AJRfU699sB,314533,4
0.574,0.84,1,-3.035,1,0.0715,0.00962,0.000178,0.313,0.609,151.836,audio_features,3x3wCYcK85a0ywELGArE75,spotify:track:3x3wCYcK85a0ywELGArE75,https://api.spotify.com/v1/tracks/3x3wCYcK85a0ywELGArE75,https://api.spotify.com/v1/audio-analysis/3x3wCYcK85a0ywELGArE75,218813,4
0.549,0.88,8,-3.035,1,0.0309,0.0307,0.00123,0.245,0.8,110.052,audio_features,3hBSxbOpkObizCjdI4m9C3,spotify:track:3hBSxbOpkObizCjdI4m9C3,https://api.spotify.com/v1/tracks/3hBSxbOpkObizCjdI4m9C3,https://api.spotify.com/v1/audio-analysis/3hBSxbOpkObizCjdI4m9C3,240947,4
0.544,0.861,11,-3.035,0,0.0466,0.132,0.0,0.313,0.483,118.996,audio_features,6IvnpRyDKibIbEape91fJt,spotify:track:6IvnpRyDKibIbEape91fJt,https://api.spotify.com/v1/tracks/6IvnpRyDKibIbEape91fJt,https://api.spotify.com/v1/audio-analysis/6IvnpRyDKibIbEape91fJt,275427,4
0.63,0.916,11,-3.035,1,0.0607,0.352,0.0,0.318,0.636,127.98,audio_features,1Q4Cvb0YdDbPKDB7TjxWl2,spotify:track:1Q4Cvb0YdDbPKDB7TjxWl2,https://api.spotify.com/v1/tracks/1Q4Cvb0YdDbPKDB7TjxWl2,https://api.spotify.com/v1/audio-analysis/1Q4Cvb0YdDbPKDB7TjxWl2,293107,4
0.513,0.966,6,-3.035,1,0.209,0.00442,0.0,0.12,0.604,148.107,audio_features,1Xow9HUwGQTE3XrmTsEFGl,spotify:track:1Xow9HUwGQTE3XrmTsEFGl,https://api.spotify.com/v1/tracks/1Xow9HUwGQTE3XrmTsEFGl,https://api.spotify.com/v1/audio-analysis/1Xow9HUwGQTE3XrmTsEFGl,277453,4
0.734,0.884,8,-3.036,1,0.0602,0.138,0.0,0.0866,0.716,99.973,audio_features,5lHPQAvtk7K3tpTd9W0ySh,spotify:track:5lHPQAvtk7K3tpTd9W0ySh,https://api.spotify.com/v1/tracks/5lHPQAvtk7K3tpTd9W0ySh,https://api.spotify.com/v1/audio-analysis/5lHPQAvtk7K3tpTd9W0ySh,325440,4
0.298,0.906,10,-3.037,1,0.0925,0.00374,0.000487,0.384,0.418,190.133,audio_features,60VBYRCuKUlf5S1Bj6JbqX,spotify:track:60VBYRCuKUlf5S1Bj6JbqX,https://api.spotify.com/v1/tracks/60VBYRCuKUlf5S1Bj6JbqX,https://api.spotify.com/v1/audio-analysis/60VBYRCuKUlf5S1Bj6JbqX,272493,4
0.64,0.805,11,-3.038,1,0.0594,0.0741,0.00291,0.227,0.876,131.887,audio_features,5nzzGCgx9GQj8QpN7SQmhX,spotify:track:5nzzGCgx9GQj8QpN7SQmhX,https://api.spotify.com/v1/tracks/5nzzGCgx9GQj8QpN7SQmhX,https://api.spotify.com/v1/audio-analysis/5nzzGCgx9GQj8QpN7SQmhX,233013,4
0.547,0.949,8,-3.039,1,0.0841,0.0107,0.0,0.377,0.783,97.041,audio_features,7DW5Dro8AHE7x19COl26E3,spotify:track:7DW5Dro8AHE7x19COl26E3,https://api.spotify.com/v1/tracks/7DW5Dro8AHE7x19COl26E3,https://api.spotify.com/v1/audio-analysis/7DW5Dro8AHE7x19COl26E3,205013,4
0.52,0.966,4,-3.042,0,0.0774,0.137,6.37e-06,0.271,0.196,140.006,audio_features,6gsd0653qu7ePqE2gXA2ET,spotify:track:6gsd0653qu7ePqE2gXA2ET,https://api.spotify.com/v1/tracks/6gsd0653qu7ePqE2gXA2ET,https://api.spotify.com/v1/audio-analysis/6gsd0653qu7ePqE2gXA2ET,282866,4
0.392,0.899,0,-3.043,1,0.0433,0.00362,0.0,0.172,0.655,94.215,audio_features,1lZeqR3QZExwywt1Fwh90J,spotify:track:1lZeqR3QZExwywt1Fwh90J,https://api.spotify.com/v1/tracks/1lZeqR3QZExwywt1Fwh90J,https://api.spotify.com/v1/audio-analysis/1lZeqR3QZExwywt1Fwh90J,224627,4
0.497,0.94,3,-3.043,1,0.101,0.0169,0.0,0.112,0.485,149.125,audio_features,7K5JipRH1NKt04HE2nwZVJ,spotify:track:7K5JipRH1NKt04HE2nwZVJ,https://api.spotify.com/v1/tracks/7K5JipRH1NKt04HE2nwZVJ,https://api.spotify.com/v1/audio-analysis/7K5JipRH1NKt04HE2nwZVJ,233933,4
0.465,0.966,8,-3.043,1,0.0991,0.000368,0.0,0.343,0.482,95.01,audio_features,4MzdrjWuEShth6tyABlzYo,spotify:track:4MzdrjWuEShth6tyABlzYo,https://api.spotify.com/v1/tracks/4MzdrjWuEShth6tyABlzYo,https://api.spotify.com/v1/audio-analysis/4MzdrjWuEShth6tyABlzYo,260000,4
0.437,0.89,5,-3.043,1,0.108,0.0921,0.0,0.122,0.628,164.946,audio_features,1iPHE585l3CwihqF65B45W,spotify:track:1iPHE585l3CwihqF65B45W,https://api.spotify.com/v1/tracks/1iPHE585l3CwihqF65B45W,https://api.spotify.com/v1/audio-analysis/1iPHE585l3CwihqF65B45W,268920,4
0.442,0.937,5,-3.044,0,0.0896,0.00789,0.0,0.114,0.537,145.06,audio_features,3YqMFbIPJ0R8nv8CIJDM05,spotify:track:3YqMFbIPJ0R8nv8CIJDM05,https://api.spotify.com/v1/tracks/3YqMFbIPJ0R8nv8CIJDM05,https://api.spotify.com/v1/audio-analysis/3YqMFbIPJ0R8nv8CIJDM05,190862,4
0.749,0.813,9,-3.045,1,0.0559,0.265,0.0,0.0729,0.658,116.964,audio_features,7iDC1sNnfChQhMmdBuZmBA,spotify:track:7iDC1sNnfChQhMmdBuZmBA,https://api.spotify.com/v1/tracks/7iDC1sNnfChQhMmdBuZmBA,https://api.spotify.com/v1/audio-analysis/7iDC1sNnfChQhMmdBuZmBA,255173,4
0.608,0.852,10,-3.045,0,0.0344,0.143,0.0,0.154,0.636,126.007,audio_features,4Zjw76ZFsVcmz3jh9QtqGM,spotify:track:4Zjw76ZFsVcmz3jh9QtqGM,https://api.spotify.com/v1/tracks/4Zjw76ZFsVcmz3jh9QtqGM,https://api.spotify.com/v1/audio-analysis/4Zjw76ZFsVcmz3jh9QtqGM,280400,4
0.575,0.929,1,-3.045,1,0.0492,0.147,0.000294,0.312,0.533,90.954,audio_features,2fogdJN46llUQtV4lZ5410,spotify:track:2fogdJN46llUQtV4lZ5410,https://api.spotify.com/v1/tracks/2fogdJN46llUQtV4lZ5410,https://api.spotify.com/v1/audio-analysis/2fogdJN46llUQtV4lZ5410,228920,4
0.586,0.963,1,-3.045,1,0.0646,0.00883,0.00122,0.179,0.603,133.023,audio_features,1anEvdodVHHpDXiq2bwuau,spotify:track:1anEvdodVHHpDXiq2bwuau,https://api.spotify.com/v1/tracks/1anEvdodVHHpDXiq2bwuau,https://api.spotify.com/v1/audio-analysis/1anEvdodVHHpDXiq2bwuau,282907,4
0.627,0.942,6,-3.046,1,0.0273,0.0195,0.0,0.111,0.883,127.963,audio_features,2pBiBGznAht0sPhsF1WbRP,spotify:track:2pBiBGznAht0sPhsF1WbRP,https://api.spotify.com/v1/tracks/2pBiBGznAht0sPhsF1WbRP,https://api.spotify.com/v1/audio-analysis/2pBiBGznAht0sPhsF1WbRP,247000,4
