danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.594,0.923,4,-5.256,0,0.165,0.0242,0.00109,0.195,0.699,175.043,audio_features,01vALRy3aLahMZ9EJ99gmg,spotify:track:01vALRy3aLahMZ9EJ99gmg,https://api.spotify.com/v1/tracks/01vALRy3aLahMZ9EJ99gmg,https://api.spotify.com/v1/audio-analysis/01vALRy3aLahMZ9EJ99gmg,246213,4
0.341,0.677,1,-5.258,1,0.0527,0.0182,0.0,0.111,0.404,87.476,audio_features,0zk1Wbp8QMYJB4JqCqDm44,spotify:track:0zk1Wbp8QMYJB4JqCqDm44,https://api.spotify.com/v1/tracks/0zk1Wbp8QMYJB4JqCqDm44,https://api.spotify.com/v1/audio-analysis/0zk1Wbp8QMYJB4JqCqDm44,292413,4
0.481,0.575,6,-5.259,1,0.0297,0.0328,0.0,0.151,0.353,148.118,audio_features,02V47njQGgbL6u9nj3oz5U,spotify:track:02V47njQGgbL6u9nj3oz5U,https://api.spotify.com/v1/tracks/02V47njQGgbL6u9nj3oz5U,https://api.spotify.com/v1/audio-analysis/02V47njQGgbL6u9nj3oz5U,323973,4
0.747,0.728,4,-5.26,1,0.0924,0.68,1.08e-05,0.114,0.591,89.991,audio_features,6rIMzfL12JYOHvobReIweE,spotify:track:6rIMzfL12JYOHvobReIweE,https://api.spotify.com/v1/tracks/6rIMzfL12JYOHvobReIweE,https://api.spotify.com/v1/audio-analysis/6rIMzfL12JYOHvobReIweE,314667,4
0.623,0.755,7,-5.262,1,0.0285,0.00156,0.0,0.0766,0.883,105.011,audio_features,5jS6YxyfPEvUIDEGbAXMmj,spotify:track:5jS6YxyfPEvUIDEGbAXMmj,https://api.spotify.com/v1/tracks/5jS6YxyfPEvUIDEGbAXMmj,https://api.spotify.com/v1/audio-analysis/5jS6YxyfPEvUIDEGbAXMmj,268733,4
0.45,0.942,6,-5.262,1,0.172,0.00401,0.0,0.11,0.282,91.009,audio_features,6Ft1XuvNszzYKUzWYK67VR,spotify:track:6Ft1XuvNszzYKUzWYK67VR,https://api.spotify.com/v1/tracks/6Ft1XuvNszzYKUzWYK67VR,https://api.spotify.com/v1/audio-analysis/6Ft1XuvNszzYKUzWYK67VR,282610,4
0.699,0.325,0,-5.262,0,0.0298,0.695,0.0,0.0766,0.377,98.021,audio_features,4H1ulsVzBgugQyBaRQqxdq,spotify:track:4H1ulsVzBgugQyBaRQqxdq,https://api.spotify.com/v1/tracks/4H1ulsVzBgugQyBaRQqxdq,https://api.spotify.com/v1/audio-analysis/4H1ulsVzBgugQyBaRQqxdq,222440,4
0.449,0.904,6,-5.264,0,0.0397,2.31e-05,0.213,0.14,0.745,155.048,audio_features,2gKKDFCyubF1TSiC31yIlG,spotify:track:2gKKDFCyubF1TSiC31yIlG,https://api.spotify.com/v1/tracks/2gKKDFCyubF1TSiC31yIlG,https://api.spotify.com/v1/audio-analysis/2gKKDFCyubF1TSiC31yIlG,326960,4
0.482,0.67,0,-5.264,1,0.235,0.29,3.06e-06,0.316,0.882,97.85,audio_features,6YzI91GOi1Kp8Z2MHJjpBd,spotify:track:6YzI91GOi1Kp8Z2MHJjpBd,https://api.spotify.com/v1/tracks/6YzI91GOi1Kp8Z2MHJjpBd,https://api.spotify.com/v1/audio-analysis/6YzI91GOi1Kp8Z2MHJjpBd,210733,4
0.571,0.777,0,-5.266,0,0.0409,0.272,0.0,0.353,0.605,83.006,audio_features,2lJLoRvV9I4uM7CyspUXn3,spotify:track:2lJLoRvV9I4uM7CyspUXn3,https://api.spotify.com/v1/tracks/2lJLoRvV9I4uM7CyspUXn3,https://api.spotify.com/v1/audio-analysis/2lJLoRvV9I4uM7CyspUXn3,295306,4
0.586,0.793,5,-5.266,0,0.026,0.116,0.0,0.113,0.593,106.033,audio_features,7wixlDVy5D2jZxKlTX4czd,spotify:track:7wixlDVy5D2jZxKlTX4czd,https://api.spotify.com/v1/tracks/7wixlDVy5D2jZxKlTX4czd,https://api.spotify.com/v1/audio-analysis/7wixlDVy5D2jZxKlTX4czd,306440,4
0.51,0.932,1,-5.266,1,0.0724,0.00558,0.00511,0.35,0.69,176.017,audio_features,1zXNgFHxDIvM4BGqz4vGj0,spotify:track:1zXNgFHxDIvM4BGqz4vGj0,https://api.spotify.com/v1/tracks/1zXNgFHxDIvM4BGqz4vGj0,https://api.spotify.com/v1/audio-analysis/1zXNgFHxDIvM4BGqz4vGj0,197000,4
0.556,0.946,1,-5.267,1,0.107,0.0688,0.0,0.344,0.48,138.994,audio_features,2oLsIjIE9Gun0ofaX1dmwu,spotify:track:2oLsIjIE9Gun0ofaX1dmwu,https://api.spotify.com/v1/tracks/2oLsIjIE9Gun0ofaX1dmwu,https://api.spotify.com/v1/audio-analysis/2oLsIjIE9Gun0ofaX1dmwu,314002,4
0.654,0.895,11,-5.267,1,0.0366,0.159,0.0,0.166,0.865,144.037,audio_features,6oj95S7M3iB7xFLZdyhb6I,spotify:track:6oj95S7M3iB7xFLZdyhb6I,https://api.spotify.com/v1/tracks/6oj95S7M3iB7xFLZdyhb6I,https://api.spotify.com/v1/audio-analysis/6oj95S7M3iB7xFLZdyhb6I,244160,4
0.632,0.788,8,-5.267,0,0.0604,0.189,0.0,0.353,0.613,81.976,audio_features,5M4KRwBjQ5POjO6fzYxG5y,spotify:track:5M4KRwBjQ5POjO6fzYxG5y,https://api.spotify.com/v1/tracks/5M4KRwBjQ5POjO6fzYxG5y,https://api.spotify.com/v1/audio-analysis/5M4KRwBjQ5POjO6fzYxG5y,391360,4
0.571,0.773,8,-5.267,1,0.0362,0.308,0.0,0.376,0.452,170.068,audio_features,1pdYrgoW94c9oxHznosL1l,spotify:track:1pdYrgoW94c9oxHznosL1l,https://api.spotify.com/v1/tracks/1pdYrgoW94c9oxHznosL1l,https://api.spotify.com/v1/audio-analysis/1pdYrgoW94c9oxHznosL1l,242160,4
0.798,0.608,5,-5.268,0,0.0359,0.308,0.00205,0.632,0.806,136.943,audio_features,1sctpYBPKRMBhzEHk55L97,spotify:track:1sctpYBPKRMBhzEHk55L97,https://api.spotify.com/v1/tracks/1sctpYBPKRMBhzEHk55L97,https://api.spotify.com/v1/audio-analysis/1sctpYBPKRMBhzEHk55L97,194960,4
0.733,0.728,4,-5.268,0,0.211,0.0716,0.0,0.0745,0.632,129.962,audio_features,2jUMhjwi5VZ6GqKGZlVg6F,spotify:track:2jUMhjwi5VZ6GqKGZlVg6F,https://api.spotify.com/v1/tracks/2jUMhjwi5VZ6GqKGZlVg6F,https://api.spotify.com/v1/audio-analysis/2jUMhjwi5VZ6GqKGZlVg6F,200967,4
0.695,0.77,0,-5.269,1,0.0287,0.362,1.55e-05,0.0818,0.6,120.021,audio_features,3k4SxB91guEeAYgrl3PIx0,spotify:track:3k4SxB91guEeAYgrl3PIx0,https://api.spotify.com/v1/tracks/3k4SxB91guEeAYgrl3PIx0,https://api.spotify.com/v1/audio-analysis/3k4SxB91guEeAYgrl3PIx0,321307,4
0.514,0.58,7,-5.269,1,0.0291,0.39,0.0,0.234,0.475,151.83,audio_features,5jc5WQlrri3B5MkLByPsuv,spotify:track:5jc5WQlrri3B5MkLByPsuv,https://api.spotify.com/v1/tracks/5jc5WQlrri3B5MkLByPsuv,https://api.spotify.com/v1/audio-analysis/5jc5WQlrri3B5MkLByPsuv,296213,4
0.612,0.86,8,-5.269,1,0.0562,0.124,0.0,0.0902,0.608,124.013,audio_features,2mjzF2881z7f0W2WqNWz5g,spotify:track:2mjzF2881z7f0W2WqNWz5g,https://api.spotify.com/v1/tracks/2mjzF2881z7f0W2WqNWz5g,https://api.spotify.com/v1/audio-analysis/2mjzF2881z7f0W2WqNWz5g,306800,4
0.505,0.85,1,-5.27,1,0.0399,0.00829,6.83e-06,0.154,0.749,140.442,audio_features,76QKh6F7P7v1gnVHa92s7v,spotify:track:76QKh6F7P7v1gnVHa92s7v,https://api.spotify.com/v1/tracks/76QKh6F7P7v1gnVHa92s7v,https://api.spotify.com/v1/audio-analysis/76QKh6F7P7v1gnVHa92s7v,229333,4
0.441,0.706,8,-5.27,1,0.0287,0.192,0.677,0.0847,0.463,80.108,audio_features,0b7IBgZjedM53ufZV4f4CL,spotify:track:0b7IBgZjedM53ufZV4f4CL,https://api.spotify.com/v1/tracks/0b7IBgZjedM53ufZV4f4CL,https://api.spotify.com/v1/audio-analysis/0b7IBgZjedM53ufZV4f4CL,325693,4
0.697,0.834,11,-5.27,0,0.0245,0.378,1.91e-05,0.142,0.699,132.855,audio_features,1PxSiKj0jedCGmOo4fvqPn,spotify:track:1PxSiKj0jedCGmOo4fvqPn,https://api.spotify.com/v1/tracks/1PxSiKj0jedCGmOo4fvqPn,https://api.spotify.com/v1/audio-analysis/1PxSiKj0jedCGmOo4fvqPn,255000,4
0.549,0.965,6,-5.271,0,0.0612,0.0135,7.03e-06,0.0774,0.562,166.474,audio_features,2jTBjozRvi81DWyJ3B2adJ,spotify:track:2jTBjozRvi81DWyJ3B2adJ,https://api.spotify.com/v1/tracks/2jTBjozRvi81DWyJ3B2adJ,https://api.spotify.com/v1/audio-analysis/2jTBjozRvi81DWyJ3B2adJ,237093,4
0.494,0.865,5,-5.272,0,0.0675,0.00101,0.0,0.111,0.379,135.013,audio_features,2IodhHRgWKZZ4HEn4MD3pD,spotify:track:2IodhHRgWKZZ4HEn4MD3pD,https://api.spotify.com/v1/tracks/2IodhHRgWKZZ4HEn4MD3pD,https://api.spotify.com/v1/audio-analysis/2IodhHRgWKZZ4HEn4MD3pD,270573,4
0.606,0.738,1,-5.272,0,0.0278,0.0766,0.0,0.0782,0.727,130.16,audio_features,4R6JzGgj4gbflBhtnDCN0x,spotify:track:4R6JzGgj4gbflBhtnDCN0x,https://api.spotify.com/v1/tracks/4R6JzGgj4gbflBhtnDCN0x,https://api.spotify.com/v1/audio-analysis/4R6JzGgj4gbflBhtnDCN0x,257027,4
0.613,0.857,7,-5.272,1,0.0271,0.0686,7.93e-05,0.256,0.698,147.974,audio_features,7FpABRyv5TaZz0llkhjPgc,spotify:track:7FpABRyv5TaZz0llkhjPgc,https://api.spotify.com/v1/tracks/7FpABRyv5TaZz0llkhjPgc,https://api.spotify.com/v1/audio-analysis/7FpABRyv5TaZz0llkhjPgc,250792,4
0.819,0.736,1,-5.274,1,0.0416,0.373,1.51e-05,0.057,0.965,124.973,audio_features,6QLMizE79f7VfKKnuMYxez,spotify:track:6QLMizE79f7VfKKnuMYxez,https://api.spotify.com/v1/tracks/6QLMizE79f7VfKKnuMYxez,https://api.spotify.com/v1/audio-analysis/6QLMizE79f7VfKKnuMYxez,148023,4
0.669,0.854,7,-5.275,1,0.0449,0.0361,0.0,0.0919,0.697,112.361,audio_features,1nKxXvdSodwk3UbPnTReR6,spotify:track:1nKxXvdSodwk3UbPnTReR6,https://api.spotify.com/v1/tracks/1nKxXvdSodwk3UbPnTReR6,https://api.spotify.com/v1/audio-analysis/1nKxXvdSodwk3UbPnTReR6,207840,4
0.524,0.941,1,-5.275,1,0.0394,0.0267,1.09e-06,0.365,0.532,94.963,audio_features,6sJDePSznv6fnwxUaXwsKS,spotify:track:6sJDePSznv6fnwxUaXwsKS,https://api.spotify.com/v1/tracks/6sJDePSznv6fnwxUaXwsKS,https://api.spotify.com/v1/audio-analysis/6sJDePSznv6fnwxUaXwsKS,192079,4
0.666,0.839,6,-5.276,0,0.0354,0.344,1.64e-06,0.352,0.802,104.995,audio_features,2FPGL1mHYG1vmNSR8up277,spotify:track:2FPGL1mHYG1vmNSR8up277,https://api.spotify.com/v1/tracks/2FPGL1mHYG1vmNSR8up277,https://api.spotify.com/v1/audio-analysis/2FPGL1mHYG1vmNSR8up277,180286,4
0.524,0.645,2,-5.276,1,0.0284,0.0332,0.0,0.0724,0.366,123.004,audio_features,7Hg40WRVv4G6wsbmOXZ5Fi,spotify:track:7Hg40WRVv4G6wsbmOXZ5Fi,https://api.spotify.com/v1/tracks/7Hg40WRVv4G6wsbmOXZ5Fi,https://api.spotify.com/v1/audio-analysis/7Hg40WRVv4G6wsbmOXZ5Fi,317400,4
0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,audio_features,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,178560,4
0.675,0.786,5,-5.282,0,0.158,0.348,0.0,0.345,0.687,159.961,audio_features,1LZTrDkC2D2VdnFZacIMyf,spotify:track:1LZTrDkC2D2VdnFZacIMyf,https://api.spotify.com/v1/tracks/1LZTrDkC2D2VdnFZacIMyf,https://api.spotify.com/v1/audio-analysis/1LZTrDkC2D2VdnFZacIMyf,182440,4
0.591,0.55,7,-5.282,0,0.0288,0.164,1.35e-06,0.165,0.461,91.868,audio_features,44RS7mk1YdSSA09lkH6sN8,spotify:track:44RS7mk1YdSSA09lkH6sN8,https://api.spotify.com/v1/tracks/44RS7mk1YdSSA09lkH6sN8,https://api.spotify.com/v1/audio-analysis/44RS7mk1YdSSA09lkH6sN8,209347,4
0.662,0.709,4,-5.283,0,0.0437,0.197,6.37e-06,0.0337,0.644,88.988,audio_features,6YFewEWHZB04bJfGYgbYCC,spotify:track:6YFewEWHZB04bJfGYgbYCC,https://api.spotify.com/v1/tracks/6YFewEWHZB04bJfGYgbYCC,https://api.spotify.com/v1/audio-analysis/6YFewEWHZB04bJfGYgbYCC,345600,4
0.584,0.726,0,-5.283,1,0.0531,0.313,0.0,0.197,0.329,151.944,audio_features,6JYMBx7jm32cNBxoEIbC6O,spotify:track:6JYMBx7jm32cNBxoEIbC6O,https://api.spotify.com/v1/tracks/6JYMBx7jm32cNBxoEIbC6O,https://api.spotify.com/v1/audio-analysis/6JYMBx7jm32cNBxoEIbC6O,265093,4
0.433,0.632,9,-5.284,1,0.0301,0.579,0.0,0.106,0.338,147.856,audio_features,1OGMOThMP4JCWvvzodZt4t,spotify:track:1OGMOThMP4JCWvvzodZt4t,https://api.spotify.com/v1/tracks/1OGMOThMP4JCWvvzodZt4t,https://api.spotify.com/v1/audio-analysis/1OGMOThMP4JCWvvzodZt4t,335400,4
0.198,0.939,5,-5.287,1,0.106,0.000708,0.000752,0.925,0.197,98.734,audio_features,7moGuGfOR92cyPg3sCrFIS,spotify:track:7moGuGfOR92cyPg3sCrFIS,https://api.spotify.com/v1/tracks/7moGuGfOR92cyPg3sCrFIS,https://api.spotify.com/v1/audio-analysis/7moGuGfOR92cyPg3sCrFIS,319933,4
0.585,0.665,1,-5.287,1,0.0279,0.00529,0.181,0.272,0.321,123.957,audio_features,5dH4asCl80Mvbsoz6zJVyZ,spotify:track:5dH4asCl80Mvbsoz6zJVyZ,https://api.spotify.com/v1/tracks/5dH4asCl80Mvbsoz6zJVyZ,https://api.spotify.com/v1/audio-analysis/5dH4asCl80Mvbsoz6zJVyZ,296400,4
0.569,0.824,5,-5.287,1,0.041,0.0175,0.0,0.0727,0.385,125.053,audio_features,2gSQoIbvF2hDfIayhF7QLa,spotify:track:2gSQoIbvF2hDfIayhF7QLa,https://api.spotify.com/v1/tracks/2gSQoIbvF2hDfIayhF7QLa,https://api.spotify.com/v1/audio-analysis/2gSQoIbvF2hDfIayhF7QLa,224773,4
0.526,0.708,3,-5.288,1,0.0305,0.0698,0.0,0.239,0.27,140.029,audio_features,0UocKrxUBu1UCEfiieLe7L,spotify:track:0UocKrxUBu1UCEfiieLe7L,https://api.spotify.com/v1/tracks/0UocKrxUBu1UCEfiieLe7L,https://api.spotify.com/v1/audio-analysis/0UocKrxUBu1UCEfiieLe7L,418053,4
0.868,0.667,11,-5.288,1,0.133,0.124,0.0,0.101,0.374,90.017,audio_features,1YII8qscDehgRC3IwtZqGo,spotify:track:1YII8qscDehgRC3IwtZqGo,https://api.spotify.com/v1/tracks/1YII8qscDehgRC3IwtZqGo,https://api.spotify.com/v1/audio-analysis/1YII8qscDehgRC3IwtZqGo,349133,4
0.583,0.754,1,-5.288,1,0.034,0.314,0.0,0.352,0.403,129.959,audio_features,41Ke7nao0MI5orECZNEiyN,spotify:track:41Ke7nao0MI5orECZNEiyN,https://api.spotify.com/v1/tracks/41Ke7nao0MI5orECZNEiyN,https://api.spotify.com/v1/audio-analysis/41Ke7nao0MI5orECZNEiyN,386707,4
0.841,0.887,1,-5.289,1,0.0958,0.0354,1.47e-06,0.0867,0.599,110.163,audio_features,0MQCuBX49FndUSeGzHngp2,spotify:track:0MQCuBX49FndUSeGzHngp2,https://api.spotify.com/v1/tracks/0MQCuBX49FndUSeGzHngp2,https://api.spotify.com/v1/audio-analysis/0MQCuBX49FndUSeGzHngp2,439120,4
0.48,0.874,8,-5.289,0,0.0784,0.586,0.0,0.306,0.422,140.079,audio_features,1FcBlLqFriFUGEEGObuH9o,spotify:track:1FcBlLqFriFUGEEGObuH9o,https://api.spotify.com/v1/tracks/1FcBlLqFriFUGEEGObuH9o,https://api.spotify.com/v1/audio-analysis/1FcBlLqFriFUGEEGObuH9o,230600,4
0.572,0.798,11,-5.29,0,0.051,0.00881,0.0,0.383,0.933,160.012,audio_features,66EyebDoG7vr9AzvRbJ9H0,spotify:track:66EyebDoG7vr9AzvRbJ9H0,https://api.spotify.com/v1/tracks/66EyebDoG7vr9AzvRbJ9H0,https://api.spotify.com/v1/audio-analysis/66EyebDoG7vr9AzvRbJ9H0,196907,4
0.658,0.914,10,-5.291,0,0.185,0.143,0.0,0.375,0.741,167.095,audio_features,5BAmqJ3OTGJnN25PE69d5c,spotify:track:5BAmqJ3OTGJnN25PE69d5c,https://api.spotify.com/v1/tracks/5BAmqJ3OTGJnN25PE69d5c,https://api.spotify.com/v1/audio-analysis/5BAmqJ3OTGJnN25PE69d5c,568176,4
0.489,0.522,11,-5.291,1,0.0306,0.401,0.0,0.238,0.43,78.035,audio_features,6mJIn3fvwWHHAnrR3LEdxp,spotify:track:6mJIn3fvwWHHAnrR3LEdxp,https://api.spotify.com/v1/tracks/6mJIn3fvwWHHAnrR3LEdxp,https://api.spotify.com/v1/audio-analysis/6mJIn3fvwWHHAnrR3LEdxp,318880,4
0.324,0.838,5,-5.292,0,0.15,0.0103,0.00107,0.277,0.334,116.773,audio_features,7q95phyggm9icZTBurwpI4,spotify:track:7q95phyggm9icZTBurwpI4,https://api.spotify.com/v1/tracks/7q95phyggm9icZTBurwpI4,https://api.spotify.com/v1/audio-analysis/7q95phyggm9icZTBurwpI4,260813,3
0.643,0.891,9,-5.293,0,0.0469,0.0346,0.0,0.0473,0.34,124.032,audio_features,1rOnhlXojrSA7ouuabKIqp,spotify:track:1rOnhlXojrSA7ouuabKIqp,https://api.spotify.com/v1/tracks/1rOnhlXojrSA7ouuabKIqp,https://api.spotify.com/v1/audio-analysis/1rOnhlXojrSA7ouuabKIqp,245517,4
0.413,0.823,5,-5.294,1,0.0525,0.0503,0.0,0.119,0.326,147.927,audio_features,4QL5DKkPZwBXkph4fW2Y0Z,spotify:track:4QL5DKkPZwBXkph4fW2Y0Z,https://api.spotify.com/v1/tracks/4QL5DKkPZwBXkph4fW2Y0Z,https://api.spotify.com/v1/audio-analysis/4QL5DKkPZwBXkph4fW2Y0Z,255485,4
0.515,0.686,7,-5.296,1,0.0874,0.125,0.0,0.19,0.642,165.219,audio_features,77aHSiNaXEQewOKHtM3W4R,spotify:track:77aHSiNaXEQewOKHtM3W4R,https://api.spotify.com/v1/tracks/77aHSiNaXEQewOKHtM3W4R,https://api.spotify.com/v1/audio-analysis/77aHSiNaXEQewOKHtM3W4R,203636,4
0.714,0.7,11,-5.296,1,0.0518,0.565,1.88e-06,0.387,0.351,116.052,audio_features,1jEAOrekJF0h2Rvf6mpCLd,spotify:track:1jEAOrekJF0h2Rvf6mpCLd,https://api.spotify.com/v1/tracks/1jEAOrekJF0h2Rvf6mpCLd,https://api.spotify.com/v1/audio-analysis/1jEAOrekJF0h2Rvf6mpCLd,299627,4
0.181,0.704,11,-5.296,1,0.0419,0.0676,0.000837,0.133,0.475,172.881,audio_features,4oDAokMtC6RRme0DFQlg79,spotify:track:4oDAokMtC6RRme0DFQlg79,https://api.spotify.com/v1/tracks/4oDAokMtC6RRme0DFQlg79,https://api.spotify.com/v1/audio-analysis/4oDAokMtC6RRme0DFQlg79,197416,4
0.663,0.873,10,-5.298,1,0.0489,0.586,3.66e-06,0.209,0.873,145.765,audio_features,3Cnke26YILyVryniwYjpii,spotify:track:3Cnke26YILyVryniwYjpii,https://api.spotify.com/v1/tracks/3Cnke26YILyVryniwYjpii,https://api.spotify.com/v1/audio-analysis/3Cnke26YILyVryniwYjpii,151862,4
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4
0.58,0.763,9,-5.298,1,0.0338,0.2,2.78e-05,0.196,0.882,180.018,audio_features,1TzBwCRljsUyhtpYNtsjCi,spotify:track:1TzBwCRljsUyhtpYNtsjCi,https://api.spotify.com/v1/tracks/1TzBwCRljsUyhtpYNtsjCi,https://api.spotify.com/v1/audio-analysis/1TzBwCRljsUyhtpYNtsjCi,307040,4
0.577,0.931,0,-5.299,1,0.118,0.0473,0.0,0.392,0.742,175.986,audio_features,5FrI37nAUp2D1Dp0jW9O7J,spotify:track:5FrI37nAUp2D1Dp0jW9O7J,https://api.spotify.com/v1/tracks/5FrI37nAUp2D1Dp0jW9O7J,https://api.spotify.com/v1/audio-analysis/5FrI37nAUp2D1Dp0jW9O7J,223467,4
0.339,0.945,1,-5.3,0,0.0602,0.000582,0.0,0.134,0.575,179.703,audio_features,0whk0IesZ5epQbh8cb95PF,spotify:track:0whk0IesZ5epQbh8cb95PF,https://api.spotify.com/v1/tracks/0whk0IesZ5epQbh8cb95PF,https://api.spotify.com/v1/audio-analysis/0whk0IesZ5epQbh8cb95PF,283760,4
0.189,0.788,2,-5.3,1,0.0749,0.0017,0.000285,0.0926,0.127,193.451,audio_features,7ddzu918Njs3S16DGWag6a,spotify:track:7ddzu918Njs3S16DGWag6a,https://api.spotify.com/v1/tracks/7ddzu918Njs3S16DGWag6a,https://api.spotify.com/v1/audio-analysis/7ddzu918Njs3S16DGWag6a,248853,4
0.662,0.861,11,-5.3,0,0.034,0.278,0.0,0.0796,0.743,145.935,audio_features,7LqRjCKrzXuAWOtbZinE4I,spotify:track:7LqRjCKrzXuAWOtbZinE4I,https://api.spotify.com/v1/tracks/7LqRjCKrzXuAWOtbZinE4I,https://api.spotify.com/v1/audio-analysis/7LqRjCKrzXuAWOtbZinE4I,205133,4
0.517,0.86,7,-5.301,0,0.0388,0.00718,0.0,0.146,0.77,158.002,audio_features,0eLwdfWRWdPLGwrXGQkXbU,spotify:track:0eLwdfWRWdPLGwrXGQkXbU,https://api.spotify.com/v1/tracks/0eLwdfWRWdPLGwrXGQkXbU,https://api.spotify.com/v1/audio-analysis/0eLwdfWRWdPLGwrXGQkXbU,249733,4
0.475,0.563,11,-5.301,1,0.0275,0.0766,0.0,0.152,0.343,82.029,audio_features,48i5fnfno9AkejHBJBuZJH,spotify:track:48i5fnfno9AkejHBJBuZJH,https://api.spotify.com/v1/tracks/48i5fnfno9AkejHBJBuZJH,https://api.spotify.com/v1/audio-analysis/48i5fnfno9AkejHBJBuZJH,320480,4
0.438,0.646,1,-5.301,1,0.0361,0.124,0.0,0.0603,0.745,102.033,audio_features,2SihT7AVMiI2VtaAyVIcnO,spotify:track:2SihT7AVMiI2VtaAyVIcnO,https://api.spotify.com/v1/tracks/2SihT7AVMiI2VtaAyVIcnO,https://api.spotify.com/v1/audio-analysis/2SihT7AVMiI2VtaAyVIcnO,200219,4
0.414,0.934,7,-5.302,1,0.0463,0.0019,0.0023,0.111,0.337,149.16,audio_features,2sMf2FGk89v6BTJgKXGW1V,spotify:track:2sMf2FGk89v6BTJgKXGW1V,https://api.spotify.com/v1/tracks/2sMf2FGk89v6BTJgKXGW1V,https://api.spotify.com/v1/audio-analysis/2sMf2FGk89v6BTJgKXGW1V,256173,4
0.504,0.87,1,-5.304,1,0.0321,0.0231,0.0,0.124,0.711,93.976,audio_features,3LQIHjccv30fdTZOD5KRoI,spotify:track:3LQIHjccv30fdTZOD5KRoI,https://api.spotify.com/v1/tracks/3LQIHjccv30fdTZOD5KRoI,https://api.spotify.com/v1/audio-analysis/3LQIHjccv30fdTZOD5KRoI,245627,4
0.553,0.546,7,-5.306,1,0.0263,0.0825,1.55e-05,0.0764,0.438,138.006,audio_features,2p8ji4NXTvYvAIRnK2d1kH,spotify:track:2p8ji4NXTvYvAIRnK2d1kH,https://api.spotify.com/v1/tracks/2p8ji4NXTvYvAIRnK2d1kH,https://api.spotify.com/v1/audio-analysis/2p8ji4NXTvYvAIRnK2d1kH,339493,4
0.519,0.544,10,-5.307,1,0.0283,0.426,0.0,0.101,0.49,152.043,audio_features,4eEzDWqCBGI1TA3Lvw7XB1,spotify:track:4eEzDWqCBGI1TA3Lvw7XB1,https://api.spotify.com/v1/tracks/4eEzDWqCBGI1TA3Lvw7XB1,https://api.spotify.com/v1/audio-analysis/4eEzDWqCBGI1TA3Lvw7XB1,275133,4
0.643,0.882,11,-5.308,0,0.0308,0.624,0.0,0.284,0.967,129.104,audio_features,4ASU2Wu467Tl5Z4tZ0io8D,spotify:track:4ASU2Wu467Tl5Z4tZ0io8D,https://api.spotify.com/v1/tracks/4ASU2Wu467Tl5Z4tZ0io8D,https://api.spotify.com/v1/audio-analysis/4ASU2Wu467Tl5Z4tZ0io8D,183307,4
0.52,0.722,11,-5.308,0,0.0579,0.0317,0.00447,0.35,0.578,164.977,audio_features,2yj4T3gYybv2h0oGKwuzI3,spotify:track:2yj4T3gYybv2h0oGKwuzI3,https://api.spotify.com/v1/tracks/2yj4T3gYybv2h0oGKwuzI3,https://api.spotify.com/v1/audio-analysis/2yj4T3gYybv2h0oGKwuzI3,265547,4
0.475,0.518,2,-5.308,0,0.0437,0.752,0.491,0.156,0.605,157.137,audio_features,26WE4dTsYciSUsuRWjKyq2,spotify:track:26WE4dTsYciSUsuRWjKyq2,https://api.spotify.com/v1/tracks/26WE4dTsYciSUsuRWjKyq2,https://api.spotify.com/v1/audio-analysis/26WE4dTsYciSUsuRWjKyq2,208386,4
0.332,0.936,5,-5.308,1,0.0596,0.000201,0.0,0.146,0.393,90.972,audio_features,5ovBAoYgKn68RMEtsNHlHV,spotify:track:5ovBAoYgKn68RMEtsNHlHV,https://api.spotify.com/v1/tracks/5ovBAoYgKn68RMEtsNHlHV,https://api.spotify.com/v1/audio-analysis/5ovBAoYgKn68RMEtsNHlHV,227640,4
0.71,0.798,9,-5.309,1,0.0343,0.364,0.0,0.354,0.789,129.039,audio_features,7AhMVnj6N89jmuCKNyr0AZ,spotify:track:7AhMVnj6N89jmuCKNyr0AZ,https://api.spotify.com/v1/tracks/7AhMVnj6N89jmuCKNyr0AZ,https://api.spotify.com/v1/audio-analysis/7AhMVnj6N89jmuCKNyr0AZ,263613,4
0.664,0.979,6,-5.311,0,0.0385,0.0212,0.000397,0.458,0.888,132.247,audio_features,4uedOJajNogY115gktPcvI,spotify:track:4uedOJajNogY115gktPcvI,https://api.spotify.com/v1/tracks/4uedOJajNogY115gktPcvI,https://api.spotify.com/v1/audio-analysis/4uedOJajNogY115gktPcvI,227300,4
